,reviewID,reviewContent,flagged
6764,g69xE3O06MnlqGnJYEeqCQ,"Pros: The service was excellent; the New York Strip was cooked to perfection; the bread was good. Cons: The steak was horrible -- stringy, chewy, gristly. I did not finish it nor did I bring it home in a doggy bag.  It was perhaps the most unpleasant steak I have ever eaten. It tasted like it had been frozen, thawed, and frozen again.   Maybe I got a freak steak; maybe not.  In either case, I'm never going back.",N
1091,-Q3MD,"Hot Doug's. Best Hot Dogs ever without a doubt! Is there any other place you can get Foie Gras hot dogs? I think not! Found out about this fantastic hot dog place through Anthony Bourdain's No Reservations, so I marked Hot Doug's down on my must try list during the trip to Chicago last month. After getting to the place, we had to wait like 45 mins on a windy, freezing cold day. Once I had a bite of the hot dog, though, I completely forgot about the cold that I just endured. No Reservations? No complaints! Foie Gras and Sauternes Duck Sausage with Truffle Aioli, Foie Gras Mousse and Fleur de Sel - To die for. There were four round slices of Foie Gras pate, creamy, silk and rich. Melted in my mouth. I regretted not ordering two after finishing my Foie Gras hot dog. Three-Chili Wild Boar Sausage with Chili-Garlic Mayonnaise, Raw Milk-Cheddar Cheese Spread and Crispy Fried Onions - Surprisingly delicious, with just a little kick to it. Crispy fried onions were thinly sliced on top, crispy and crunchy, along with the mild-cheddar cheese, it was a great combination. Antelope Sausage with Roasted Red Pepper-Roasted Garlic Mayonnaise and Hickory-Smoked Sweet Swiss Cheese - The red pepper was cooked perfectly, neither raw nor too soft, and it meshed well with the Garlic Mayonnaise. http://www.yelp.com/biz_… I wanted to try out all of their specialty sausages if I could. Please, someone tell me there's some place similar in San Francisco.",N
16240,x6vZuOsEKFbO3AoKIQS0fg,"Sabatino's was very nice.  We came here for a big celebration so that added to the experience, lots of family and friends were there and such.  This place was very accommodating toward a rather large group.  If they were bothered by this, I don't think they let it show which was nice.  Felt bad for our waiter as he was constantly running around but he did a good job and handled the business very well.  The food was delightful and very satisfying.  Overall, this is a nice little place to check out if you're in the area.   So GENIUS...",N
57771,78a4ip74RH3yAatLYV2qcQ,"Brazzaz is a great place to go with the guys if you get a steak kick. Order some beers or drinks and have a feast. I am not sure if I'd bring a date here as there are so many more ""datey"" places in the city, but if your  partner loves beef this would be a blast for both of you. Overall the quality of the meats is great and I love the variety of the cuts and flavors. I had several margaritas with my meal and really enjoyed the experience. Summary: Great Food Reasonable Price A great place to over-indulge",N
54684,GfnmfP-4EI4tAwe5YSBfow,Great price for lunch special and very delicious!,N
50464,TA-zpdR1MKpF6uYxQ9cqOA,"totally lived up to the hip. 15 minute wait, service was great, everyone was very friendly our waiter,John, was above standard.  Food was big but very good. desserts were most excellent. best of all price was better then fair. the grand lux has my vote for best bang for the buck in Chi town",N
34947,PQiJ-X-FNxRKwSFpm,"1) couldn't get in the front door for all the people mistaking the front steps for their own home front porch 'hang out' 2) got chewed out for seating ourselves - when we went to the only door we could actually enter the establishment 3) placed an order for an appetizer in a specific size - did NOT get what I ordered, instead being served the smaller serving.  Yes, I got charged for the smaller size, but that was not what I ordered.  Nor was it explained why they made the decision as to why I didn't ""need"" the large - instead serving me the small. Further, I had to get my own utensils - none were on the table, and none were provided at the time my order was served. 4) No signage directing people as to getting into the eatery - nor were people discouraged from using the front step as a hang out spot 5)In leaving, you have to traipse THROUGH THE KITCHEN!!!.... walk through the tightly packed with tables dining area ... and climb over the people still hanging out on the front steps! Yes, what I ordered was tasty - even though it was vegan, albeit entirely too salty -- I don't blame the eatery -- most places serving food are heavy handed with the salt.",N
57932,fHPaMo448p372HFOElve3Q,"This was my first time at a Brazilian steak house. I was not impressed, but I am glad that I went. I thought that it was too pricey for what you got. I do not like red meat, so my perspective might be a bit skewed. The chicken leg was delicious as was the mushroom risotto from the salad bar. Speaking of the Salad bar, this was a big disappointment to me. I had heard that the salad bar was amazing, but I thought it was okay. There is definitely a wide range of things: raw oysters, maki sushi, pasta salads, veggies, and other salad type things. The dessert was okay, but again I wasn't impressed. I would say have an extra piece of meat and skip the dessert. Overall, I enjoyed the experience but I would never go back.",N
18411,A8FL2Vj6wyssR9YwIxyMWg,"I'm not one for buffets, but when it comes to Indian food I feel a buffet is the way to go! I haven't tried much Indian food but I always let my taste buds run wild at India House. I try anything and everything that I never have before. Their food is absolutely wonderful and the staff is always quite helpful. The flat bread is delicious!!! (I am a carb queen so I usually end up eating half the basket by myself.) They have this one dish with tomato sauce and cheese cubes. Just thinking about it makes me hungry! If you're in Streeterville and feel like stepping out of the box and shying away from typical tourist restaurants, definitely stop in at India House for the buffet. You won't regret it!!!",N
24702,0EZylEdv6D9yUILtql6HiQ,"I came here yesterday and it was amazing!   I had the pepito sandwich and a milkshake. The bread was nice and crispy,the lizano sauce was delicious. My milkshake was kind of watered down but still good. The service was great and our server was very friendly! The only thing was our table was wobbly because the napkins under it were holding it steady and were slipping out, I looked around and there was another table with napkins under it to also keep it balanced. They should probably fix their table problem but other than that I will definately be back!",N
23684,Uzg4k8Ksa-3dVi4l4OyFcg,"If I were ever on death row, I'd want my last meal to be Superdawg.   I've been coming here since I was a little girl and I will never, EVER get sick of their food.  Honestly, I'd be happy (and insanely fat) if I could have a Supercheesie (on a bun, with mustard and relish, no hot peppers) twice a day. I know, I know....... relish isn't supposed to be neon green, but that's what makes it so good!  And yes, it can be a little pricey.  It's just about $4 for a rather small (but so insanely delicious that you'll almost die) chocolate malt, so you do get what you pay for.  The fries *can* be hit or miss (though I would argue that they're a hit 9 out of 10 times).  It's not the best hot dog in the area (that honor would go to Gene and Jude's).   But so what?  Superdawg is a Chicago tradition.  Flaurie and Maurie forever!",N
47404,j-oYwcML1DAvSD5zK9WF6g,Great service. Nice decor. The purist pasta dish the way to go. Gargenelli and peccorino-wonderful. Also try the cornbread with white scallions. Great place. Will definitely be back. Lots of veggie options as well if needed.,N
20125,ySSk-,"My husband and I went here for our anniversary dinner on a Tuesday night.  It was practically empty when we got there which was fine with us.  We shared a BYO bottle of wine and ordered amazingly decadent food and had a lovely night overall. I ordered the asiago-filled gnocchi and hubs got the pumpkin ravioli in mascarpone cheese sauce.  We shared both meals, of course, and they were both awesome.  Rich, filling, perfect for a splurge.   We finished off the evening with the lemon sorbet dessert (the one with a limoncello center) and it was delicious as well.  Next time we want to sabotage our diets and go all out, we know where to go.",N
43702,064TP0bxFf6WY8SwrRJFyg,"So yummy. Stopped by at 7:30 on Thursday night for dinner and were seated right away.  Love the interior - easy to talk in the backroom where we were seated.   We started with some booze that we enjoyed while consuming the fun amuse bouche (olive tapenade with goat cheese on a crackery thing).  Kobe meatballs were outstanding as was the Brandade with potato chips.  We split the sunchoke soup (with scallops - yum) and some kind of pasta-y thing with escargot for our next course.  Both were very good.  The pasta thing had a fabulous sauce, but the escargot were a little tough.  Finally, had the cheese plate for dessert and it was SO worth it.  Don't remember the types of cheeses, just that they were delicious.   Overall, dig it a whole lot.  Ambiance was great, service was great, food was great.  The menu item names are a little fancy schmancy.  I'll definitely be back.",N
23257,pGJc,"Superdawg? More like Satisfactorydawg. I happened to visit Chicago during the ONE WEEK Hog Doug's decided to take a vacation (quite possibly the one American who actually celebrates Columbus Day). Being a huge hot dog fanatic (http://www.yelp.com/list…), I had to have a Chicago-style dog before heading home, so Superdawg was my only choice between Hot Doug's and the airport. For $5.25, you get a cute packaged box with a Superdawg (pure beef hot dog on a poppy seed bun topped with mustard, onions and peppers) and Superfries. At least that's what the menu tells you. What it tasted like was a Ballpark frank with some reheated frozen crinkle cut fries. I left Superdawg thinking for the same $5.25, I could have gone to the market, bought a pack of hot dogs and frozen fries, and fed a whole family. Not being from Chicago, I was so disappointed that I wasted a meal here. Total skip it.",N
34115,8kBNWgJKXB6LjZajzb88IA,"I visited Chicago for my birthday and met a really nice guy during my trip. I mentioned I was vegan and he suggested this diner to me, and even offered to take me there the next evening. When we arrived we had to wait about 20 mins but the staff was nice and polite so I did not mind at all. Once we were seated we started with soy-shakes that were superb and delicious (chocolate coffee flavor=yum!). I had the ""chicken fried steak"" and I could not get over how great it was. It was the best I have ever tasted. The portions were so big I probably only managed to eat half even though it was so incredibly good. The waiter was very nice and my water glass never got close to being half empty. The date continued with a nice tour of Wrigleyville and the rest of the city. I was contemplating if it would be the best date I've ever had but Chicago Diner was the winning factor. ;)",N
54207,odQk-g1ccOxuZQVRyMJTmQ,"I was in the area for a business meeting and had an hour to kill before it started, so I went to Alliance Bakery without every hearing of it before, bought a heated-up ham and cheese quiche and a vanilla latte. Not only were both items oh so tasty, but the comfort and ambiance of the study room next door was fantastic! I don't go to this neighborhood that often, but I may make excuses down the road to revisit!",N
10848,HyboCzwsy,"I don't know why it has taken me this long to try this place! Between visiting a friend who lives down the street and going to Richard's Bar, this is probably one of the staples of Chicago's Restaurant scene.   We had a tasting menu that my friend won from a charity auction.  What a great Experience.  The breadsticks alone in the bread basket is an automatic tell of what a delicious dinner you're about to have. The highlight of our dinner was the Ravioli.  It melted in your mouth! To be honest with you each coarse had  a wine pairing so between the wonderful company and wine I forgot what the meat coarse was.  Ha! Whatever it was, I absolutely loved it! Dare I say it...it reminded me of the meat served on the Big Mac coarse at Next!  I was perfectly tender and flavorful. That alone will make me come back, considering I will never experience Next's Big Mac again! When we eat at places we always consider if we would bring out of town guests here.  This is definitely a place we would bring out of town guests.  If they're lucky (or unlucky) they'll get a trip to the lovely smokey dive bar that is Richards. After of course they get more drinks in them.",N
41279,divKn7MjkelJKNC9ftIrog,"Oh, Hopleaf... you're so good I almost wished I lived up in your neighborhood!   Wonderful atmosphere and delicious food and drink!  I had this amazing warm cherry beer and the CB&J.  It was a bitterly cold evening and it's like fate stepped in to make me feel all warm and cozy once again.  Seriously, if you're feeling like having a bit of a nostalgic throwback to childhood with all the right twists to appeal to your adult palate... look no further!",N
46447,8lDw9JELEUy2cT8-U6g9zQ,hmm... I was a little disappointed.  The pho wasn't as good as everyone said.  =(  I think I'll look for a Pho restaurant closer to my place.  The Thai tea was very good tho.,N
10150,FAp6uFNZfCv77PS9dun8Dg,"Dunno whats up with the 2 & 3 star ratings around this review... Best food I've had since I've moved to Chicago from San Francisco and I've been to more 'upscale' or expensive places since getting here.  On an aside, I heard someone mention Chicago was recently rated ""best food city"" in the US and I almost choded on my sandwich.  I guess whatever magazine published that received Daley's bribe.  But let's move on: Le Colonial was one of my favorites in SF, and their excellent food, service, atmosphere continues at this location.  To recap: Food - Appetizers:   Spring rolls are a necessity....these actually had taste as everything was fresh; including the mint.  Tuna tartare was also excellent.   Entrees:  She got the duck....never been a huge fan of eatin the little guys; but this was tasty nonetheless.  most duck I've experienced even at nicer establishments comes either fatty or overcooked...this was neither and had a great tamarind sauce to complement.   I ordered the filet dish with yams and string beans.  it was the right amount of food and it was mmm, mmmmmm bitch!   dessert:  get involved with the banana wonton.   service:  great!  um, yeah. atmosphere:  as everyone has already covered, its a beautiful place.  if you have a smaller group try to sit upstairs.  downstairs isn't bad but it doesnt have the same vibe than the 2nd floor.  got it ?  good.   the end.",N
26285,j7-luFpVICHBKx06J0VpIA,"So one day I went to meet my friend Stacy after her hair cut. And we were hungry. So we happened to walk and find this place. I had read about it and the review said it was good so she was brave enough to trust my reading skills and we took a chance. It's a totally unique place. They serve all kinds of crepes. I had ordered a sweet one but my friend's savory one was better. They were really sweet, down to earth people and you felt like you were in someone's home they way they treated you. I recommend going with a few friends and all ordering different ones and sharing because they are all very good!",N
51082,e6QlTlnU-aOcC8a9S81n9w,"I've been making bi-annual trips to Grand Lux Cafe, usually when I'm in the mood for a nice dinner at a price that is affordable with food that makes me feel as if I've outdone myself. For everything that Grand Lux encompasses, I really should hate it: tourists who venture for a day in the city from destinations as far away as Wilmette and Glenview, the popularity of the place just because it's owned by the Cheesecake Factory, and every single parent who took their daughter to the American Girl Store treating their child to a late lunch. I don't hate the Grand Lux, because the food and service make you forget all of this stuff. The waiters are not too frou-frou, acting as if they're serving in a restaurant 3x as expensive, they know what they serve and that's that. The food-- from salad to dessert-- is immaculate. My favorite appetizer salad is the house salad, because it's so simple yet just enough before the main course (and how many restaurants can you really call a house salad your favorite?) Recently, I had the Chicken Royale, which was perfectly cooked, perfectly breaded, and served with what I thought were the best damn mashed potatoes. The green beans were also unforgettable, and these are green beans we're talking about. Also, for $26 you can get an excellent merlot, which complemented everything perfect. I doubt it was just a day of good choices from the menu; it doesn't take a lot of money to have a good dinner, although it does take a lot to impress me with a restaurant. For all the bad things that Grand Lux attracts, it serves everything else just right, and not overdone. My one complaint-- and it's a small one-- is that if you do not get a booth, you will most likely be stuck sitting inches away from that wonderful couple from Wilmette treating their kid to a post-American Girl dinner; I certainly  appreciate the intimacy of French cafe seating, but we're in Chicago (god love this city) and this is not the type of environment where you want to be seated inches away from someone. Still, I suggest you go, and make sure you're able to carry around a doggy bag afterwards; you will need it.",N
44965,vuHUNMxtgURIhAJZW4GUKQ,simply one of the best taco places in the city. go!,N
11158,ATscbqK6DpGftMYPLGf4jg,"I had such high expectations for this place...and I don't know how, but...Piccolo Sogno far exceeded them. The ambience, decor, and clientelle exuded understated elegance.  It truly feels that you are inside a beautiful and authentic Italian countryside home.  I was immediately nostalgic of  the time I spent in Tuscany with boisterous Italian families and an abundance of hearty food and wine. House Bread-AMAZING.  They have the cutest little containers of balsamic vinegar to accompany the house olive oil for dipping, and offer up 3 fantastic types of bread. Insalata di barbabietole-Farm beets with buffalo ricotta topped with shaved fennel and small pieces of grapefruit.  Very Refreshing and a great start. Pasta Special of the Day-Butternut Squash Tortellini drenched in Brown Sage Butter topped with Walnuts.  This was good; however I don't think it beats Tratorria No. 10's Butternut Squash Ravioli. Whole Fish of the Day:  Woodfire Seabass with Sea Salt Crust.  This was flaky and uber fresh; however my only complaint would be that when they filet the fish in front of you, they toss the crunchy bits and skin which to me, is one of the tastiest parts of fish, especially when woodfired and crusted. Porchetta Alla Romana-Roasted Pork-Mmm, perfectly moist inside and crunchy and thick on the outside. Dessert: Chocolate Cake filled with real cocoa gooeyness, topped with Cinnamon Ice Cream.  Yum. Had Rose and a few glasses of their Red Wine Recommendation (95% Pinot Noir and 5% Merlot) which were all spectacular. I am coming back next Week!",N
31274,6G97S41SzFPf12yMwgkqGQ,"Italy, it is not.  However, if you're wearing jeans and a hoodie, planning to start drinking immediately after dinner,  and want some tasty pasta, go.  Go with confidence.  PBowl is attached to The Other Side, which is convenient since patrons can order off either menu, and sit in either space (choose your adventure: pub or restaurant!).   That said, I've eaten in excess of 25 meals here.  And every time I go for the gnocchi aurora.  I dream about their gnocchi aurora.  Yeah, it's frozen bricks of gnocchi that were not made by someone's grandmother in the back, but sometimes that's what I feel like eating.  I also love their macaroni and cheese, with the bread crumb topping,... add chicken and broccoli and you have yourself a cheesy feast.  The rigatoni bolognese is good too.  I haven't tried anything else.  I'm a creature of habit, and I return time and time again for the gnocchi aurora.   Unless you're doing shots with your noodles, dinner for two will run you about $15.  The service is quick and it's on a major artery through Lincoln Park.  AND THEY DELIVER.  You can't go wrong with PBowl (unless you're proposing marriage, or want sushi, or a burrito).",N
54385,Ozf-CXVokYS86H0xw6BF2g,Food was ok. Prices were a little up there.,N
21242,Zu8AK8nDtZAes3y2akKCng,"Total deliciousness. Ordered the white dragon roll, one of the specials, and the soft shell crab appetizer. We split it between two of us, and it was more than enough food. Also, we went on a Saturday night without a reservation, and I had figured there would be a wait, but it wasn't too bad. They told us 45 minutes, but it really only took about 20-25 minutes until we were seated. The lighting is very dim, but it works. My only gripe is that the line for the bathroom is ridiculously long, as there's only one bathroom for women, and one for men. And the fact that some girls take 10 minutes in the bathroom (really? what are you bitches doing in there??)  is a little too crazypants for me.",N
30564,zs3o7xZ,Great place!  exceeded my expectations......food and drinks are excellent.   Top 5 places to dine at in Chicago.,N
56494,LDo8cB-qUEuNRtyFyXBMMw,"I went here a week or so ago with my roommate - we had heard awesome things and wanted to try it for ourselves. The service was standard, the portions were huge, but the food was not very tasty. Our veggie-friendly dishes had limp, yellow broccoli. The queso was dripping in extra fat (yeah, yeah, I know that I shouldn't be complaining when I knowingly order queso, but this was a bit much). The house margarita was actually okay for the price. Overall, I was disappointed. I was hoping for yummy Mexican food for low prices and a convenient location. Two out of three  normally isn't a bad deal, but the food turned me off. I won't be back.",N
8176,oC9Jju6JozbxTeGGhYZKag,"My wife took me here for my birthday. I love barbecue and this place is a bit more upscale than your typical bbq joint. The atmosphere is really nice, especially when you sit outside. I ordered the q3, ribs and two pulled meats and a side. I had the pulled pork and the brisket. We also ordered cole slaw and mac & cheese. The food comes with four different sauces for dipping. Over all, the meal was good, especially the ribs. The one down side of our dinner was the temperature of the meats. The pulled pork and brisket were cold. We don't like to return food so I didn't say anything. I took the left overs to work a couple days later and heated it up and it tasted even better then at the restaurant. I would definitely go back and have the ribs. And this time, they better be hot!",N
4241,DZSC5BgMdWSLbxPpNpFbsA,"They have great wings and unique sauces. didn't like the korean bbq. The set up is cramped as most places in the City and when its busy, it is super hard to find somewhere to sit. Its a-ok for wings, wouldn't go out of my way for them, but when I am in the area, I would prompt to go to crisp for wings.",N
11348,lR77Ueqjd7GSGSV,"I loved it here, but I learned a good lesson for next time...get there early on weekends or risk not getting to eat. That's what happened to us. We went on a Saturday night and got there a little before 9:00pm. Our intention was to get a table, order some pizza and watch the karaoke. That's not exactly what happened. When we got there, the place was filled to the brim with people so it was hard to even walk in. I approached the man at the door to put our name down for a table. He was pretty direct when he said ""that's not going to happen."" At least we knew where we stood, but I thought the delivery could use a bit of tweaking. So we stood around and watched as all the pizzas came out of the kitchen. They looked and smelled amazing. We gathered around the bar, hoping to slide into a sliver of a spot to order but we were told they couldn't serve us food unless we were seated somewhere. So instead we all ordered a round of the in house brewed beer. Each of the four of us had a different one, but I tasted them all and they were absolutely delicious. I can't wait to go back now that I know the drill - get there early to order, but I believe it will be worth it since the food looked incredible. In the meantime, the live band karaoke was really entertaining and the beer was worth the trip even if we had to grab a quick slice from the quick service pizza joint next door.",N
27855,BIr0CEpfx3TJ,"Definitely order the pan pizza. The thin crust was just average. We ordered sausage, mushroom, and spinach, and it was delish. The wait time nearly killed me, over an hour to bring out our pizzas, but I was starving. I think I actually prefer Giordanos because it has the extra sauce and the layers, but this was also phenomenal. Chicago deep dish delish.",N
26634,NRpTmtQYGfs40icq1FDxZA,"Irazu is great, which you totally wouldn't know from the outside.  It looks like a dump, it's about the size of a postage stamp, and inside is an awesome Costa Rican restaurant. :)  If you go here, consider trying the potato tacos; they're excellent.   For the meat-eaters, the bistec tico is well worth trying as well.  Despite the crowded environment, the service when I've been here has always been good, and I've never had to wait /too/ long for a table.",N
33099,HNojeXD-WOBGybM-NQmQ5w,"This was my second visit to Frontera and I have to say, I have officially crossed it off my list.  The food is average and the wait is absurd.  The margaritas are the best thing this place has going that said I've had better. I am not sure what the mystique about this place is about.  I find the food to be average and the chips served with the salsa and guac taste bagged.  Not what you would expect for such an acclaimed restaurant.",N
51886,UXFnZfSTKVRyvyPahc676Q,"This place is toe-2-toe with the other best burger joint in town, Kuma's Corner. The burgers are amazing and the sides, wether it's macaroni, salad, etc. really hits the spot. They have a really good beer selection too. On Tuesday's, the burgers are HALF OFF!!! You can't beat that! $5.50 for arguably the best burger in town?! Get out the way $5 foot long from Subway lol. The only drawback is the music. This place plays heavy metal rock and I do not get into that style of music sorry. They blast it too.",N
33393,b79mcRxgROQG7FMV2kO1sA,"My boyfriend and I have been wanting to hit up Sunda forever! We are huge sushi buffs and heard this place was extremely unique and interesting. Our server recommended the Peared Sake to drink. I like sake but I wasn't sure how this would taste. I ordered it and man was it good, I could have had five or six. Made with Grey Goose La Poire, Zipang Sparking Sake, pineapple juice, ginger syrup, and a cinnamon rim it was a fantastic mix of flavors. At $13 it was a little expensive but hey, it was my first time here. My boyfriend stuck with a good glass of Cloudy Bay Sauvignon Blanc. We started with Rock Shrimp Tempura made with glazed walnuts and glazed honey aioli. We love the rock shrimp at FIsh Bar and this did not disappoint. The serving was quite large and I was pleasantly surprised with the result. The star of the evening? The Lobster Wagyu Roll. Outstanding doesn't even come close to describing how amazing this roll is! I have never tasted anything like it and probably never will again! I've had Wagyu beaf at Roka Akor but when paired with lobster it was like nothing I have ever tasted. The scallions, jalapeño, wagyu sashimi, creamy lobster, and truffle-foire aioli was the perfect combination of excellence. We also tried the Escolar which was under the category ""Topped Nigiri Sunda Style"". The Great White Tuna came with truffle shavings, a potato chip, and chives. Was it good? Yes. $9 for two pieces? Unacceptable. Macku does better topped nigiri for less and for bigger pieces at that with more creative toppings. I wasn't impressed with The Number Ten roll. It was a tempura roll with shrimp roe, avocado, scallions, cream cheese, unagi sauce, and wasabi aioli. I just wasn't too impressed overall but my boyfriend loved it and I trust his judgement. We also had some signature sticky rice with beef on top. I'm not sure the exact name but the server made sure to point them out. The rice comes with other types of meat and fish on top as well. Generally, try what the server recommends but be prepared to pay. Nothing is cheap here but it's worth a shot. Dessert was also great. We had a wonderful dessert martini made with Effen vodka that our server so kindly split for us without our asking. For dessert we had vanilla bean ice-cream basked into a slice of carrot cake. Absolutely outstanding! Four stars for some amazing signature dishes and drinks. The service was great and attentive and I appreciated the speed at which the dishes were paced. One star reduction for the price and quality of some dishes.",N
55913,EKQLqBkmLzY0shf0obt83Q,"Eggs New Orleans, Intelligentsia Coffee, Corpse Reviver cocktail, very attentive and friendly service.  Best brunch I've had in some time, and also a plus that they stay open all day so a late brunch goer as myself can stop in right before 3 and not have to feel rushed because the place is closing.  Will be back to try the Golden Graham Pancakes!",N
51945,tK4oKKZ0Lz5OAo3yF-cy2w,"My friends and I were going to see a show at Empty Bottle.  We got there a little early and parked in front of Lockdown.  I peeked in side and thought it looked super cool, so I convinced my friends to check it out with me... there is nothing I love more than checking out new joints which can satiate my gluttonous needs for munchies and drinks! We walked in around 9:30pm and snagged the last three seats and the bar (the place fills up quickly!).  It was a Thursday and they were offering half price draft brews.  They even allow you to taste the different options before selecting one.  I am not a beer drinker but my friends really liked what they had to offer. After perusing the menu, I noticed they have a huge selection of burgers and mac and cheese here.  I have a new fall obsession with mac and cheese so I really wanted to try it.  I asked how long it typically takes since we were going to catch a show and they said they could have it out in 10 minutes max.  Since I was not really hungry but was craving mac and cheese I ordered the side portion which came with bacon and green onion.  It was out in less than 10 minutes.  The side portion was a meal on its own... the best mac and cheese I have had out! I really liked the decor of Lockdown.  The service was quick and friendly.  The only thing I wish they would change is to give out individual tabs.  Since we were sitting at the bar I thought we would all get a tab, but they gave us just one check.",N
44371,7uW1io9F0ixTZDu78oNTXg,"This place has gone from good, to so-so, to downright disgusting. Last time I was here, their steak was flavorless and rubbery, the tomatos in everything were extremely underripe, and I literally couldn't eat the chorizo, it was so gross. I felt nauseous after my meal. I retract my previous statement; I WOULD take my chances with an anonymous hole-in-the-wall taqueria over La Pasadita. Completely. I've totally learned my lesson and I won't be back.",N
64690,Z5Jl-_CneQre86tkpKFSSQ,"My girlfriend wanted to eat duck so I figured I'd go to Sun Wah to carry out. I didn't know what kind of duck they had so i figured i'd give them a call. The lady who picked up the phone at Sun Wah had an accent and obviously was having some trouble describing the various ducks they offered so I decided to do her a favor and speak Chinese. I speak rather well but can't write it so as she spoke in Chinese I began writing as fast as I could in English. It's rather difficult translating Chinese spoken words into English words. Anyway, I asked her to repeat herself and she got rather abrupt telling me that she had told me X number of times what they offered and then hung up on me! I called back and this time a man answered. I asked him the same question and as he started to answer, he began to laugh and then he hung up on me as well! Believe that? I guess they don't care to offer good customer service now that business is good. Keep up the good work Sun Wah!!! I decided to call Hon Kee, right down the street on Argyle. The man was SO patient and even explained how the ducks were cooked. Needless to say, forget Sun Wah.",Y
54090,c39N21LU,"i want to hire a clown to smash their cupcakes into my face all day, are you kidding me? they're ""da bomb"" like the young folks say. on my way to work, i often stop in to eat one of their filled croissants (the turkey and cheese or the spinach are my faves) it is a little pricey, but well worth it! the cake display in the window is so cool! a cake art gallery! why anyone goes across the street to the starbucks (except to peep the cute bearded barista there) is beyond me!",N
46228,9ypv35X0NuuTOa5A1mQREw,"What I like about this place is that they delivery and which a lot of deep dish pizza don't do. the pizza is very similar to Giordanos, especially their crust but less doughy.",N
48788,P0MTFqEsfyVMo-Zzyf,"On my visit to Chicago, I decided to try out a couple cupcake places, Alliance being one of them. Walking up to the bakery, I can say that if it wasn't for the reviews on yelp, I would have walked away. The place looks like it needs a makeover and some better lighting. The cakes in the display window look like they've been sitting there since the early 90's and need desperately to be modernized. I was happy to see that they had red velvet cupcakes (my favorite), and also got one each of the carrot and mocha cupcakes. Overall, the cupcakes had good flavor but are a little on the dry side. Flavor and taste wise they reminded me a lot of Sprinkles in LA. Not a bad dessert option if you're in the area.",N
45673,FF,"I usually don't review but had to on this one.  I have been here numerous times, usually for special occasions.  Went there on my birthday and had the most fabulous time.  Of course the food was excellent. Had the crabtini (awesome), bone-in ribeye (done to perfection) sauteed mushrooms and the perfect potato. Wonderful wine list and they make the best martinis ever. What I had to talk about was the service.  First off, this was a week-end night, although still relatively early.  The hostess (Ebony) seats us at a quiet table for 2 (loved it)  2 seconds later the loudest man in the world is seated at the table next to us.  I am not going to scream to my husband for the entire dinner.  I asked Ebony if we could be reseated elsewhere, even though I loved the first table.  Two other hostesses, Liz and Genny, along with Ebony find us an even better table, and then wish me a happy birthday!  I'm thinking this is never getting any better.  Then, Andy, our waiter, shows up and just rocks it out. Love this place, and love the service and professionalism even more.  These people know how to do it right.  I will keep coming back because of the them.",N
40376,R4hKXBatyDJqvy2dQF25Kg,"AMAZING!!!!!!!! If you are looking for food that you know is fresh and has actually been made and not reheated... this is the place... my favorite 2 things about this place.. 1) any type of juice you order is made fresh, e.g: the apple juice is dark, warm, and has foam.. 2) with your order you get an order of greek toast with fresh strawberry and raspberry preserves which is sooo delicious! plus the staff is so friendly and always makes sure you're taken care of.. it does get crowded, but thats a sign of how popular the place is! you HAVE to try it!!!",N
29257,57cn5-9oU7jer7-Dt6wrzw,"It almost feels like a waste for me to add another review of this place... I would list all the same delicious things as everybody else who enjoys it, the crust above all else.  I love that they deliver (even though it's much tastier in the restaurant than after riding in a box for 20 or 30 minutes) and that they'll do half toppings, so I can split an enormous small with a meat eating friend. I think I could eat pizza every day and not get get tired of it, and if I ever were to undertake such an endeavor, Pequod's would definitely contribute.",N
12417,rl4kw8B4w1GOTg1j06T7KA,"I have eaten at many breakfast places in Chicago... and I'll take public transpo on a Saturday morning to wait in line here. Hands down, my favorite ""food"" breakfast place in Chicago. I'm definitely not a fan of the line... but it ends up being worth it! The menu is always the best part of the anticipation of breakfast! The group I weekend brunch it up with, we always order one of the specials for the whole table to share, along with our own special entrees. We love the veggie/egg combos, but the pancakes and french toasts - that are sweet and have bold interesting flavors are always top of our list to share and love (but we couldn't handle a whole meal of it)! Mimosas & Bloody Mary's are great... stay away from the Bailey's - as they only have mint to put in the coffee and it didn't go over very well.",N
29981,xWAzk8o27irSvkAROneWqA,"A group of girlfriends and I fell upon Graham Elliot on a random Saturday night after trying to get into a few other places in the neighborhood without a reservation- we failed...obviously and ended up here. We didn't think we would get in, and didn't know the up scale reputation that Graham Elliot had created for itself, and we ended up getting seated at 10:10pm for a dinner for 5. We took one look at the wine list and almost fainted...obviously we weren't ""up"" for such an expensive meal, but we decided to stick it out due to the great reviews we had heard from co-workers and friends. The menu was OK. I didn't think there was much to chose from, and my vegetarian friend almost had a heart attack.  She ordered the curry, lemongrass, butternut squash soup- with a marshmallow.  I think the marshmallow was her favorite part of the soup.   The popcorn in place of the bread, was probably my favorite part of the whole meal.  It was covered in delicious-ness and I couldn't stop asking for more baskets. That was great. I ordered the Fig salad, which was good.  I was expecting something a little more substantial for $15, but hey...I sucked it up and ordered the Oysters for my main entree.  The oysters were EH- nothing special, and one almost made me gag in the restaurant.  There were 5 different types, and only 2 out of the 5 were even remotely edible.  Oh well.  An expensive bust, I would say, but we got to experience fine dining in Chicago...even though the rest of us came from places with equally ""fine"" dining.",N
